timestamp,b_0,b_1,b_2,b_3,axL,ayL,azL,gxL,gyL,gzL,mxL,myL,mzL,tbsL,axR,ayR,azR,gxR,gyR,gzR,mxR,myR,mzR,tbsR,trash
1651541316.8110063,0,0,0,0,-0.49,0.94,-2.44,-150.70,6.23,-5.13,23.28,32.95,-5.77,0,-0.42,0.24,-4.00,2.87,-42.36,-123.54,43.18,50.07,-31.70,0,none
1651541316.8208578,0,0,0,0,0.29,1.17,-3.11,-129.52,-73.12,-40.04,25.15,31.07,-5.82,0,-0.47,-0.23,-4.00,-40.41,-129.70,-122.31,43.18,50.07,-31.70,0,none
1651541316.8310277,0,0,0,0,0.42,1.29,-3.22,-65.55,-157.53,-79.53,25.15,31.07,-5.82,0,-0.56,-0.62,-3.14,-94.54,-293.52,-82.40,43.18,50.07,-31.70,0,none
1651541316.8408208,0,0,0,0,0.57,1.14,-3.19,-17.40,-241.94,-118.71,25.15,31.07,-5.82,0,-0.70,-1.55,-2.25,-116.88,-359.44,-44.56,43.18,50.07,-31.70,0,none
1651541316.8513749,0,0,0,0,0.19,0.96,-2.78,17.21,-317.50,-153.75,25.15,31.07,-5.82,0,-0.83,-1.36,-1.05,-65.80,-409.36,-3.72,43.18,50.07,-31.70,0,none
1651541316.86143,0,0,0,0,-0.43,0.73,-2.08,41.32,-379.03,-184.08,25.15,31.07,-5.82,0,-0.75,-1.42,-0.15,-20.08,-442.93,31.62,41.27,50.45,-33.83,0,none
1651541316.8711476,0,0,0,0,-0.95,0.45,-1.27,51.64,-422.00,-207.70,23.34,31.38,-6.91,0,-0.88,-1.15,0.88,7.32,-455.38,62.62,41.27,50.45,-33.83,0,none
1651541316.881317,0,0,0,0,-1.23,0.05,-0.33,46.39,-445.01,-221.62,23.34,31.38,-6.91,1,-1.17,-0.83,1.84,44.25,-445.25,87.52,41.27,50.45,-33.83,0,none
1651541316.8909683,0,0,0,0,-1.40,-0.42,0.61,46.39,-445.01,-221.62,23.34,31.38,-6.91,1,-1.25,-0.43,2.61,83.19,-417.54,104.13,41.27,50.45,-33.83,0,none
1651541316.9005613,0,0,0,0,-1.31,-1.07,1.36,50.05,-434.51,-214.17,23.34,31.38,-6.91,1,-1.05,-0.10,3.24,101.07,-375.49,111.08,41.27,50.45,-33.83,0,none
1651541316.9103088,0,0,0,0,-1.15,-1.51,1.98,50.05,-434.51,-214.17,23.34,31.38,-6.91,1,-0.85,0.18,3.78,86.98,-320.01,109.31,36.44,47.97,-34.57,0,none
1651541316.9200766,0,0,0,0,-0.97,-1.89,2.47,64.27,-372.31,-167.30,23.34,31.38,-6.91,1,-0.65,0.47,4.00,64.09,-252.99,100.22,36.44,47.97,-34.57,0,none
1651541316.929539,0,0,0,0,-0.82,-2.21,2.79,61.52,-329.83,-134.83,21.66,32.39,-7.62,1,-0.40,0.70,4.00,35.16,-177.80,85.69,36.44,47.97,-34.57,0,none
1651541316.9391177,0,0,0,0,-0.65,-2.43,3.03,53.96,-283.08,-96.98,21.66,32.39,-7.62,1,-0.21,0.93,4.00,16.42,-99.43,67.32,36.44,47.97,-34.57,0,none
1651541316.949123,0,0,0,0,-0.41,-2.56,3.16,36.93,-235.66,-55.48,21.66,32.39,-7.62,1,-0.07,1.11,4.00,10.80,-24.48,45.72,36.44,47.97,-34.57,0,none
1651541316.9588814,0,0,0,0,-0.12,-2.50,3.26,13.12,-186.77,-14.10,21.66,32.39,-7.62,1,0.04,1.21,4.00,14.77,41.93,22.89,36.44,47.97,-34.57,0,none
1651541316.968933,0,0,0,0,0.09,-2.08,3.18,-13.12,-91.74,58.72,21.66,32.39,-7.62,1,0.13,1.25,3.73,27.53,98.63,0.43,32.59,46.98,-36.45,0,none
1651541316.9793153,0,0,0,0,0.17,-1.74,2.99,-12.51,-47.55,85.45,21.66,32.39,-7.62,1,0.34,1.30,2.71,75.07,178.34,-47.79,32.59,46.98,-36.45,0,none
1651541316.9890323,0,0,0,0,0.32,-1.39,2.70,-1.59,-10.56,104.68,22.86,31.98,-9.07,1,0.41,1.22,2.19,82.21,202.27,-71.96,32.59,46.98,-36.45,0,none
1651541316.99916,0,0,0,0,0.43,-1.11,2.33,6.59,17.76,117.43,22.86,31.98,-9.07,1,0.44,1.00,1.60,91.00,213.38,-91.00,32.59,46.98,-36.45,0,none
1651541317.0087748,0,0,0,0,0.45,-0.85,1.99,9.58,39.49,124.45,22.86,31.98,-9.07,1,0.49,0.75,1.00,89.11,211.79,-103.70,32.59,46.98,-36.45,0,none
1651541317.018684,0,0,0,0,0.45,-0.60,1.69,8.00,54.87,126.28,22.86,31.98,-9.07,1,0.51,0.49,0.53,75.68,200.13,-112.24,32.59,46.98,-36.45,0,none
1651541317.028549,0,0,0,0,0.45,-0.36,1.46,6.10,65.80,123.60,22.86,31.98,-9.07,1,0.50,0.28,0.21,61.22,182.07,-118.23,30.35,43.41,-36.72,0,none
1651541317.0383983,0,0,0,0,0.50,-0.19,1.19,4.82,71.59,117.55,26.46,30.20,-4.61,1,0.47,0.10,-0.03,50.54,159.85,-121.28,30.35,43.41,-36.72,0,none
1651541317.0488422,0,0,0,0,0.49,-0.03,0.93,-5.62,72.57,108.46,26.46,30.20,-4.61,1,0.42,-0.12,-0.19,30.88,135.13,-120.97,30.35,43.41,-36.72,0,none
1651541317.0587807,0,0,0,0,0.47,0.15,0.69,-5.62,72.57,108.46,26.46,30.20,-4.61,1,0.34,-0.30,-0.35,16.97,107.73,-116.09,30.35,43.41,-36.72,0,none
1651541317.06874,0,0,0,0,0.51,0.29,0.47,-20.20,61.95,82.03,26.46,30.20,-4.61,1,0.31,-0.45,-0.42,0.31,79.47,-107.67,30.35,43.41,-36.72,0,none
1651541317.0775483,1,0,0,0,0.57,0.39,0.28,-23.74,51.09,64.88,26.46,30.20,-4.61,1,0.30,-0.57,-0.46,-8.97,50.90,-96.25,30.35,43.41,-36.72,0,none
1651541317.087643,0,0,0,0,0.60,0.43,0.15,-23.74,51.09,64.88,26.46,30.20,-4.61,1,0.30,-0.66,-0.46,-8.97,50.90,-96.25,29.71,40.82,-37.13,0,none
1651541317.0974405,0,0,0,0,0.59,0.43,0.07,-28.14,22.64,28.20,32.07,29.99,2.71,1,0.29,-0.70,-0.45,-24.66,-4.15,-69.64,29.71,40.82,-37.13,0,none
1651541317.1071167,0,0,0,0,0.54,0.35,0.04,-30.09,7.14,11.05,32.07,29.99,2.71,0,0.27,-0.69,-0.41,-26.61,-29.48,-55.36,29.71,40.82,-37.13,0,none
1651541317.1168416,0,0,0,0,0.46,0.25,0.06,-33.02,-7.39,-3.78,32.07,29.99,2.71,0,0.23,-0.67,-0.36,-29.11,-53.65,-42.30,29.71,40.82,-37.13,0,none
1651541317.1265733,0,0,0,0,0.38,0.12,0.10,-35.46,-21.48,-15.99,32.07,29.99,2.71,0,0.18,-0.61,-0.28,-34.30,-75.74,-30.76,29.71,40.82,-37.13,0,none
1651541317.1365814,0,0,0,0,0.31,0.02,0.18,-33.45,-34.67,-26.92,32.07,29.99,2.71,0,0.21,-0.46,0.03,-29.85,-111.15,-12.82,30.88,39.50,-37.18,0,none
1651541317.1465547,0,0,0,0,0.33,-0.08,0.29,-30.33,-46.51,-36.80,32.07,29.99,2.71,0,0.22,-0.43,0.22,-33.63,-123.47,-7.51,30.88,39.50,-37.18,0,none
1651541317.1561708,0,0,0,0,0.41,-0.17,0.44,-27.77,-55.54,-45.59,34.19,27.17,6.74,0,0.19,-0.40,0.42,-40.53,-131.23,-3.48,30.88,39.50,-37.18,0,none
1651541317.1658368,0,0,0,0,0.37,-0.36,0.77,-26.55,-63.42,-56.34,34.19,27.17,6.74,0,0.14,-0.36,0.63,-46.94,-134.58,0.43,30.88,39.50,-37.18,0,none
1651541317.1753879,0,0,0,0,0.29,-0.43,0.95,-21.67,-61.40,-58.41,34.19,27.17,6.74,0,0.11,-0.31,0.75,-48.10,-134.95,3.91,30.88,39.50,-37.18,0,none
1651541317.185228,0,0,0,0,0.24,-0.53,1.10,-18.01,-55.73,-57.86,34.19,27.17,6.74,0,0.07,-0.16,0.82,-44.31,-133.85,5.49,30.88,39.50,-37.18,0,none
1651541317.1948936,0,0,0,0,0.22,-0.62,1.22,-14.53,-47.42,-54.87,34.19,27.17,6.74,0,0.06,-0.07,0.88,-51.03,-131.35,5.86,33.06,38.90,-35.71,0,none
1651541317.2045372,0,0,0,0,0.17,-0.72,1.31,-10.74,-37.66,-49.50,30.41,24.45,-1.98,0,0.05,0.02,0.96,-48.95,-128.11,4.09,33.06,38.90,-35.71,0,none
1651541317.2140565,0,0,0,0,0.16,-0.83,1.38,-11.60,-26.79,-41.75,30.41,24.45,-1.98,0,0.05,0.09,1.03,-49.32,-123.47,1.04,33.06,38.90,-35.71,0,none
1651541317.2234173,0,0,0,0,0.24,-0.93,1.42,-13.00,-15.08,-31.68,30.41,24.45,-1.98,0,0.05,0.10,1.12,-54.69,-117.07,-2.08,33.06,38.90,-35.71,0,none
1651541317.2336612,0,0,0,0,0.31,-0.99,1.46,-11.84,-3.42,-20.20,30.41,24.45,-1.98,0,0.04,0.10,1.22,-55.85,-109.07,-3.42,33.06,38.90,-35.71,0,none
1651541317.2437959,0,0,0,0,0.31,-1.00,1.50,-11.84,-3.42,-20.20,30.41,24.45,-1.98,0,0.06,0.08,1.30,-48.03,-100.46,-3.23,33.46,40.49,-35.41,0,none
1651541317.2538383,0,0,0,0,0.31,-1.04,1.54,-12.27,22.64,2.81,30.41,24.45,-1.98,0,0.12,-0.02,1.41,-44.07,-82.34,-0.06,33.46,40.49,-35.41,0,none
1651541317.263728,0,0,0,0,0.38,-1.05,1.60,-11.90,37.72,15.32,16.16,24.22,-15.42,0,0.10,-0.04,1.43,-51.94,-72.51,2.75,33.46,40.49,-35.41,0,none
1651541317.273025,0,0,0,0,0.41,-0.99,1.68,-1.40,54.99,27.95,16.16,24.22,-15.42,0,0.13,0.02,1.43,-51.94,-62.56,5.19,33.46,40.49,-35.41,0,none
1651541317.2828746,0,0,0,0,0.38,-0.96,1.72,-16.72,71.78,41.38,16.16,24.22,-15.42,0,0.15,0.05,1.40,-45.78,-53.59,7.26,33.46,40.49,-35.41,0,none
1651541317.2928374,0,0,0,0,0.35,-0.94,1.59,-41.26,85.82,55.79,16.16,24.22,-15.42,0,0.14,0.09,1.35,-48.77,-47.06,8.00,33.46,40.49,-35.41,0,none
1651541317.3023767,0,0,0,0,0.31,-0.72,1.64,-4.64,103.09,64.39,16.16,24.22,-15.42,0,-0.10,-0.16,1.34,-119.38,-44.56,4.88,33.75,40.71,-35.96,0,none
1651541317.3121955,0,0,0,0,0.11,-0.58,1.64,32.23,137.08,76.54,14.65,24.93,-15.45,0,0.01,0.02,1.49,-168.88,-42.30,2.69,33.75,40.71,-35.96,0,none
1651541317.3218231,0,0,0,0,0.10,-0.51,1.58,41.81,152.40,81.97,14.65,24.93,-15.45,0,0.39,0.28,1.48,-123.84,-36.13,4.58,33.75,40.71,-35.96,0,none
1651541317.3317642,0,0,0,0,0.23,-0.39,1.54,65.92,166.81,86.06,14.65,24.93,-15.45,0,0.50,0.21,1.47,-84.17,-30.52,5.07,33.75,40.71,-35.96,0,none
1651541317.3419836,0,0,0,0,0.24,-0.27,1.43,96.56,179.87,88.20,14.65,24.93,-15.45,0,0.41,0.18,1.51,-79.90,-25.82,4.09,33.75,40.71,-35.96,0,none
1651541317.351903,0,0,0,0,0.22,-0.17,1.31,117.13,189.64,88.62,14.65,24.93,-15.45,0,0.30,0.25,1.56,-67.38,-19.23,4.52,33.75,40.71,-35.96,0,none
1651541317.3617597,0,0,0,0,0.21,-0.13,1.16,123.29,195.62,87.40,14.65,24.93,-15.45,0,0.27,0.34,1.59,-67.38,-19.23,4.52,33.54,39.81,-36.10,0,none
1651541317.3716877,0,0,0,0,0.23,-0.12,1.00,126.77,198.73,85.63,15.71,23.50,-16.04,1,0.25,0.39,1.57,-42.11,-2.62,3.91,33.54,39.81,-36.10,0,none
1651541317.3814,0,0,0,0,0.29,-0.10,0.83,127.14,198.67,83.86,15.71,23.50,-16.04,1,0.21,0.45,1.54,-40.53,5.74,0.92,33.54,39.81,-36.10,0,none
1651541317.3907762,0,0,0,0,0.33,-0.07,0.63,112.30,195.19,80.08,15.71,23.50,-16.04,1,0.20,0.49,1.49,-37.48,14.47,-2.14,33.54,39.81,-36.10,0,none
1651541317.4004593,0,0,0,0,0.34,-0.05,0.36,55.30,186.83,71.72,15.71,23.50,-16.04,1,0.20,0.52,1.42,-33.14,22.40,-4.82,33.54,39.81,-36.10,0,none
1651541317.4099393,0,0,0,0,0.37,0.09,0.03,-42.30,171.81,56.52,15.71,23.50,-16.04,1,0.17,0.52,1.34,-32.41,28.87,-9.40,33.54,39.81,-36.10,0,none
1651541317.419781,0,0,0,0,0.40,0.26,-0.35,-165.83,148.80,32.78,15.71,23.50,-16.04,1,0.15,0.51,1.24,-33.94,33.75,-15.38,33.18,40.20,-36.02,0,none
1651541317.431107,0,0,0,0,0.41,0.47,-0.72,-307.37,116.64,0.79,21.63,22.08,-10.83,1,0.13,0.49,1.07,-34.67,39.00,-27.65,33.18,40.20,-36.02,0,none
1651541317.4513533,0,0,0,0,0.41,0.70,-1.10,-421.39,74.58,-36.80,21.63,22.08,-10.83,1,0.12,0.48,1.00,-39.00,38.94,-33.81,33.18,40.20,-36.02,0,none
1651541317.4699183,0,0,0,0,0.52,0.79,-1.41,-524.29,22.89,-73.55,21.63,22.08,-10.83,1,0.12,0.48,0.94,-44.25,37.48,-39.73,33.18,40.20,-36.02,0,none
1651541317.4832997,0,0,0,0,0.61,0.80,-1.70,-635.01,-42.66,-105.53,21.63,22.08,-10.83,1,0.12,0.47,0.88,-42.85,35.64,-45.10,33.18,40.20,-36.02,0,none
1651541317.4966896,0,0,0,0,0.42,1.11,-1.69,-570.37,-117.92,-130.31,21.63,22.08,-10.83,1,0.12,0.47,0.82,-30.40,34.00,-49.62,33.51,40.06,-35.10,0,none
1651541317.5090342,0,0,0,0,0.30,0.85,-1.81,-423.58,-189.27,-143.37,28.32,21.40,-5.03,1,0.14,0.43,0.75,-12.63,32.23,-52.98,33.51,40.06,-35.10,0,none
1651541317.5212872,0,0,0,0,-0.21,-0.11,-1.67,-131.04,-304.99,-148.86,28.32,21.40,-5.03,0,0.14,0.38,0.69,5.13,28.99,-54.99,33.51,40.06,-35.10,0,none
1651541317.5336213,0,0,0,0,-0.71,-0.50,-1.48,-135.99,-362.06,-131.59,28.32,21.40,-5.03,0,0.14,0.30,0.62,14.89,24.29,-55.79,33.51,40.06,-35.10,0,none
1651541317.54589,0,0,0,0,-1.07,-0.57,-1.20,-140.20,-411.07,-105.83,28.32,21.40,-5.03,0,0.15,0.25,0.59,19.10,17.76,-55.30,33.51,40.06,-35.10,0,none
1651541317.5580542,0,0,0,0,-1.33,-0.60,-0.88,-133.36,-451.54,-78.61,28.32,21.40,-5.03,0,0.17,0.18,0.57,18.55,10.62,-53.83,33.51,40.06,-35.10,0,none
1651541317.5702527,0,0,0,0,-1.50,-0.40,-0.50,-103.88,-484.25,-54.63,28.32,21.40,-5.03,0,0.17,0.12,0.59,15.26,3.66,-51.09,34.73,37.67,-34.35,0,none
1651541317.5824451,0,0,0,0,-1.66,-0.37,-0.13,-77.39,-510.99,-37.41,32.47,19.51,1.82,0,0.15,0.05,0.63,7.93,-2.32,-47.12,34.73,37.67,-34.35,0,none
1651541317.5920234,0,0,0,0,-1.70,-0.45,0.28,-83.56,-529.97,-23.68,32.47,19.51,1.82,0,0.14,-0.00,0.69,-1.34,-7.08,-42.05,34.73,37.67,-34.35,0,none
1651541317.6016824,0,0,0,0,-1.62,-0.47,0.75,-61.04,-491.27,-11.05,32.47,19.51,1.82,0,0.14,-0.04,0.75,-1.34,-7.08,-42.05,34.73,37.67,-34.35,0,none
1651541317.6113775,0,0,0,0,-3.48,2.43,4.00,96.25,-44.19,-20.32,32.47,19.51,1.82,0,0.14,-0.05,0.80,-15.99,-12.82,-29.36,34.73,37.67,-34.35,0,none
1651541317.6209261,0,0,0,0,0.62,-1.08,0.06,-1.22,99.73,-6.96,32.47,19.51,1.82,0,0.15,-0.07,0.84,-23.25,-14.53,-22.34,34.73,37.67,-34.35,0,none
1651541317.6304219,0,0,0,0,1.08,-1.32,-0.86,-18.86,66.65,2.87,33.79,17.60,5.18,0,0.15,-0.08,0.89,-29.24,-15.14,-14.95,36.61,34.74,-32.07,0,none
1651541317.6400895,0,0,0,0,0.83,-1.45,-0.45,17.58,-10.74,65.19,33.79,17.60,5.18,0,0.15,-0.05,0.93,-16.42,-14.40,-2.56,36.61,34.74,-32.07,0,none
1651541317.6498759,0,0,0,0,0.68,-0.93,0.05,11.96,-39.49,88.81,33.79,17.60,5.18,0,0.15,0.04,0.93,-16.30,-14.16,0.85,36.61,34.74,-32.07,0,none
1651541317.659575,0,0,0,0,0.61,-0.60,0.51,12.27,-57.19,100.28,33.79,17.60,5.18,0,0.17,0.08,0.91,-19.59,-14.53,3.11,36.61,34.74,-32.07,0,none
1651541317.669479,0,0,0,0,0.51,-0.43,1.04,-23.86,-49.93,98.75,33.79,17.60,5.18,0,0.19,0.10,0.93,-23.38,-14.83,5.07,36.61,34.74,-32.07,0,none
1651541317.6795604,0,0,0,0,-0.07,2.47,4.00,-19.59,30.64,63.35,33.79,17.60,5.18,0,0.18,0.14,0.97,-19.17,-14.83,6.77,36.61,34.74,-32.07,0,none
1651541317.6895437,0,0,0,0,0.62,-0.39,1.80,32.65,60.18,58.65,34.00,15.77,4.93,0,0.19,0.16,1.00,-14.04,-14.40,7.81,37.12,32.36,-30.20,0,none
1651541317.6997678,0,0,0,0,0.27,-0.43,1.84,5.55,72.20,67.14,34.00,15.77,4.93,0,0.20,0.20,1.03,-9.22,-13.67,8.06,37.12,32.36,-30.20,0,none
1651541317.709753,0,0,0,0,-0.08,-0.41,2.14,14.16,91.25,77.51,34.00,15.77,4.93,0,0.21,0.22,1.07,-4.03,-12.57,7.14,37.12,32.36,-30.20,0,none
1651541317.71957,0,0,0,0,-0.36,-0.45,2.38,-14.04,117.92,87.34,34.00,15.77,4.93,0,0.20,0.24,1.10,0.12,-10.62,5.31,37.12,32.36,-30.20,0,none
1651541317.7294624,0,0,0,0,-0.37,-0.66,2.47,-38.15,150.33,101.68,34.00,15.77,4.93,0,0.20,0.27,1.13,3.05,-8.24,2.69,37.12,32.36,-30.20,0,none
1651541317.7389245,0,0,0,0,-0.45,-0.20,2.46,49.56,182.56,105.29,34.00,15.77,4.93,1,0.21,0.28,1.14,5.62,-5.55,-0.24,37.12,32.36,-30.20,0,none
1651541317.7488778,0,0,0,0,-0.60,-0.07,2.18,84.78,206.05,100.52,32.96,14.43,2.22,1,0.21,0.29,1.15,7.26,-2.01,-2.81,37.57,32.52,-28.63,0,none
1651541317.7584283,0,0,0,0,-0.53,0.06,1.92,109.92,225.65,98.69,32.96,14.43,2.22,1,0.19,0.29,1.15,9.09,1.53,-5.19,37.57,32.52,-28.63,0,none
1651541317.7678385,0,0,0,0,-0.37,0.11,1.59,109.92,225.65,98.69,32.96,14.43,2.22,1,0.21,0.27,1.14,6.04,5.62,-8.06,37.57,32.52,-28.63,0,none
1651541317.7776647,0,0,0,0,-0.22,0.10,1.23,99.18,245.48,104.06,32.96,14.43,2.22,1,0.21,0.25,1.14,0.73,10.25,-10.93,37.57,32.52,-28.63,0,none
1651541317.7822237,0,0,0,1,-0.17,0.07,0.90,78.86,245.61,106.87,32.96,14.43,2.22,1,0.22,0.24,1.14,-1.10,14.95,-12.63,37.57,32.52,-28.63,0,none
1651541317.791943,0,0,0,0,-0.14,0.07,0.65,63.17,241.27,108.28,30.85,12.11,-2.45,1,0.21,0.21,1.14,-1.65,19.35,-13.67,37.39,30.74,-27.43,0,none
1651541317.8017116,0,0,0,0,-0.13,0.12,0.45,60.00,232.85,108.22,30.85,12.11,-2.45,1,0.20,0.17,1.12,-4.64,23.19,-13.92,37.39,30.74,-27.43,0,none
1651541317.8112998,0,0,0,0,-0.09,0.10,0.29,51.51,221.07,106.81,30.85,12.11,-2.45,1,0.18,0.15,1.11,-10.74,26.55,-13.67,37.39,30.74,-27.43,0,none
1651541317.8208776,0,0,0,0,-0.04,0.16,0.22,50.11,207.64,103.82,30.85,12.11,-2.45,1,0.10,0.10,1.09,-32.53,29.48,-13.98,37.39,30.74,-27.43,0,none
1651541317.8311017,0,0,0,0,0.05,0.19,0.11,51.21,192.81,100.40,30.85,12.11,-2.45,1,0.07,0.13,1.10,-58.72,32.47,-14.71,37.39,30.74,-27.43,0,none
1651541317.8411093,0,0,0,0,0.10,0.23,0.06,49.50,177.19,96.31,30.85,12.11,-2.45,1,0.12,0.13,1.04,-93.75,35.22,-15.93,37.39,30.74,-27.43,0,none
1651541317.8512046,0,0,0,0,0.14,0.25,0.04,50.23,161.25,91.06,29.41,13.57,-4.09,1,0.17,0.12,0.95,-141.36,36.74,-18.62,36.52,28.97,-29.39,0,none
1651541317.8609054,0,0,0,0,0.16,0.20,0.08,44.43,130.43,80.69,29.41,13.57,-4.09,1,0.22,0.29,0.93,-98.08,41.63,-18.98,36.52,28.97,-29.39,0,none
1651541317.8707252,0,0,0,0,0.32,0.16,0.13,45.96,116.88,75.68,29.41,13.57,-4.09,1,0.22,0.24,0.90,-86.06,42.54,-17.15,36.52,28.97,-29.39,0,none
1651541317.8807797,0,0,0,0,0.42,0.11,0.18,46.08,104.31,71.53,29.41,13.57,-4.09,1,0.20,0.21,0.87,-93.51,42.30,-15.20,36.52,28.97,-29.39,0,none
1651541317.8905044,0,0,0,0,0.52,0.09,0.23,45.23,92.35,67.87,29.41,13.57,-4.09,1,0.18,0.22,0.85,-105.47,41.69,-13.18,36.52,28.97,-29.39,0,none
1651541317.9002733,0,0,0,0,0.56,0.03,0.26,37.11,81.24,64.27,29.41,13.57,-4.09,1,0.21,0.25,0.84,-109.31,41.02,-11.05,36.52,28.97,-29.39,0,none
1651541317.9100246,0,0,0,0,0.56,-0.01,0.27,24.41,70.56,60.61,31.23,13.10,-0.93,1,0.26,0.30,0.82,-109.37,40.41,-9.03,36.13,27.03,-27.38,0,none
1651541317.9202292,0,0,0,0,0.55,-0.01,0.24,11.84,59.08,57.25,31.23,13.10,-0.93,1,0.25,0.28,0.77,-122.01,39.18,-7.57,36.13,27.03,-27.38,0,none
1651541317.930045,0,0,0,0,0.54,0.01,0.19,3.42,46.75,54.26,31.23,13.10,-0.93,1,0.26,0.43,0.77,-112.79,38.33,-5.80,36.13,27.03,-27.38,0,none
1651541317.9398782,0,0,0,0,0.56,0.03,0.15,1.22,33.69,51.33,31.23,13.10,-0.93,0,0.18,0.27,0.67,-112.37,37.90,-3.17,36.13,27.03,-27.38,0,none
1651541317.9499202,0,0,0,0,0.58,0.01,0.11,-3.42,19.59,48.77,31.23,13.10,-0.93,0,0.18,0.40,0.67,-102.23,36.87,0.31,36.13,27.03,-27.38,0,none
1651541317.9596817,0,0,0,0,0.61,-0.02,0.10,-13.55,4.52,46.26,31.23,13.10,-0.93,0,0.38,0.47,0.69,-40.10,36.68,2.14,36.13,27.03,-27.38,0,none
1651541317.9695728,0,0,0,0,0.64,-0.01,0.09,-13.12,-10.56,43.52,32.74,12.32,2.92,0,0.42,0.40,0.69,-3.72,35.03,3.42,36.68,26.86,-27.37,0,none
1651541317.9744089,0,0,0,1,0.70,-0.02,0.14,-1.59,-25.82,41.20,32.74,12.32,2.92,0,0.41,0.35,0.67,4.09,31.74,5.80,36.68,26.86,-27.37,0,none
1651541317.9841816,0,0,0,0,0.72,-0.05,0.17,7.14,-39.73,39.98,32.74,12.32,2.92,0,0.36,0.34,0.65,4.09,31.74,5.80,36.68,26.86,-27.37,0,none
1651541317.9941537,0,0,0,0,0.73,-0.05,0.22,13.85,-51.82,39.79,32.74,12.32,2.92,0,0.32,0.34,0.64,-1.16,23.07,11.66,36.68,26.86,-27.37,0,none
1651541318.0040712,0,0,0,0,0.74,-0.03,0.27,24.84,-62.87,39.43,32.74,12.32,2.92,0,0.31,0.34,0.64,-3.72,18.43,14.71,36.68,26.86,-27.37,0,none
1651541318.0144618,0,0,0,0,0.77,-0.05,0.32,17.76,-73.36,39.25,31.12,13.83,-1.33,0,0.32,0.34,0.65,-3.72,18.43,14.71,36.68,26.86,-27.37,0,none
1651541318.0240872,0,0,0,0,0.81,-0.08,0.37,-8.97,-82.34,39.73,31.12,13.83,-1.33,0,0.35,0.36,0.67,-1.77,10.19,20.26,37.05,26.17,-26.06,0,none
1651541318.0342343,0,0,0,0,0.85,-0.06,0.42,-33.69,-89.36,41.08,31.12,13.83,-1.33,0,0.37,0.37,0.68,-1.10,5.98,23.44,37.05,26.17,-26.06,0,none
1651541318.0439904,0,0,0,0,0.92,0.02,0.48,-36.25,-95.46,42.54,31.12,13.83,-1.33,0,0.38,0.37,0.69,-5.00,2.44,26.61,37.05,26.17,-26.06,0,none
1651541318.0539281,0,0,0,0,1.01,0.01,0.54,-28.99,-101.75,41.99,31.12,13.83,-1.33,0,0.37,0.38,0.71,-8.42,-0.31,29.66,37.05,26.17,-26.06,0,none
1651541318.0639105,0,0,0,0,1.06,-0.05,0.67,-29.60,-105.16,41.20,31.12,13.83,-1.33,0,0.34,0.39,0.73,-12.33,-2.32,32.71,37.05,26.17,-26.06,0,none
1651541318.073628,0,0,0,0,1.04,-0.03,0.85,-13.00,-104.13,40.59,17.49,16.33,-13.68,0,0.33,0.41,0.75,-15.26,-3.66,35.64,37.05,26.17,-26.06,0,none
1651541318.0833755,0,0,0,0,0.83,0.04,1.22,49.13,-89.48,41.69,17.49,16.33,-13.68,0,0.32,0.42,0.77,-16.36,-4.33,38.33,38.11,24.76,-24.88,0,none
1651541318.0930343,0,0,0,0,0.78,0.02,1.39,70.50,-77.21,41.87,17.49,16.33,-13.68,0,0.30,0.42,0.78,-20.94,-4.58,40.53,38.11,24.76,-24.88,0,none
1651541318.1018262,1,0,0,0,0.73,0.05,1.51,85.51,-61.16,40.83,17.49,16.33,-13.68,0,0.29,0.44,0.83,-29.36,-4.27,43.64,38.11,24.76,-24.88,0,none
1651541318.1116757,0,0,0,0,0.71,0.12,1.57,97.66,-43.27,39.37,17.49,16.33,-13.68,0,0.30,0.48,0.85,-27.95,-3.23,44.62,38.11,24.76,-24.88,0,none
1651541318.1216094,0,0,0,0,0.72,0.17,1.60,101.14,-24.54,37.35,17.49,16.33,-13.68,0,0.30,0.49,0.86,-25.76,-1.71,44.98,38.11,24.76,-24.88,0,none
1651541318.1321077,0,0,0,0,0.72,0.18,1.60,89.05,-5.62,35.83,17.32,14.93,-12.88,0,0.29,0.50,0.88,-23.86,-0.37,44.98,39.20,24.60,-24.67,0,none
1651541318.141862,0,0,0,0,0.68,0.19,1.60,65.92,13.79,34.36,17.32,14.93,-12.88,0,0.29,0.51,0.88,-22.64,1.34,44.37,39.20,24.60,-24.67,0,none
1651541318.1516879,0,0,0,0,0.62,0.13,1.62,20.69,33.57,34.12,17.32,14.93,-12.88,1,0.29,0.53,0.89,-20.08,3.54,43.64,39.20,24.60,-24.67,0,none
1651541318.1615705,0,0,0,0,0.54,0.22,1.67,2.20,54.08,31.74,17.32,14.93,-12.88,1,0.28,0.54,0.89,-17.64,6.35,42.72,39.20,24.60,-24.67,0,none
1651541318.1712124,0,0,0,0,0.51,0.21,1.62,1.46,74.34,28.14,17.32,14.93,-12.88,1,0.27,0.55,0.89,-15.69,9.34,41.32,39.20,24.60,-24.67,0,none
1651541318.180793,0,0,0,0,0.49,0.22,1.53,4.88,92.35,24.17,22.64,15.67,-9.02,0,0.28,0.57,0.89,-13.00,12.08,39.18,39.20,24.60,-24.67,0,none
